id,country_code,lang,user,tweet_text_orginal,tweet_text_en,tweet_date,context_annotations
1232327902953431040,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Yle uusii teksti-TV-järjestelmänsä https://t.co/XxQ9BqPVzz,yle renew its text tv system,2020-02-25 15:34:02+00:00,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072937043393560576', 'name': 'Television', 'description': 'Television'}}]"
1232327400157073408,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Katso Petra Ollin sydäntäsärkevä tilitys siitä, miltä tuntuu kun olympiaunelma karkaa – tässä ovat suomalaispainijan uran tärkeimmät hetket https://t.co/JEP32aKJJr",see petra ollis heartbreaking account of what it feels like when the olympic dream escapes here are the most important moments of a finnish wrestlers career,2020-02-25 15:32:02+00:00,[]
1232325888668315648,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Pohjois-Italiasta saapuvaa Ryanairin lentoa odottaa kentällä hoitohenkilökunta – oireilevat matkustajat ohjataan tutkimuksiin koronaviruksen varalta https://t.co/pGCJBKBQ6q,ryanair flight from northern italy is waiting for the nursing staff on the fieldsymptomatic passengers are directed to examinations for koronavirus,2020-02-25 15:26:02+00:00,[]
1232321863818399744,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Tuomiopäivän holvia täydennettiin kymmenillä tuhansilla siemennäytteillä – viljelykasvien perimää varmuuskopioidaan Huippuvuorille https://t.co/2Sw5KBTo4S,tens of thousands of seeding signs were supplemented by the vault of the day of the day,2020-02-25 15:10:02+00:00,[]
1232321361298821120,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Vasemmistoliiton äänenkannattaja Kansan Uutiset irtisanoo toimituksen työntekijöitä https://t.co/HskNjf92fw,left alliances voice supporter peoples news will dismiss the editorial staff,2020-02-25 15:08:02+00:00,[]
1232320863158050817,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Lempäälän Ideaparkiin avatussa Suomen salibandymuseossa on esillä lajin 35 vuoden historia: ""On lähdetty lasten leluista liikkeelle"" https://t.co/fCIyGP5ZiQ",the finnish floorball museum opened in lempääläs ideapark features the history of years we have started with childrens toys,2020-02-25 15:06:03+00:00,[]
1232314818171850753,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Kommentti: Petra Ollin lopettamispäätös on poikkeuksellinen uutinen – menestyneeltä urheilijalta harvinaisen rehelliset perustelut yllätysratkaisulle https://t.co/rJavVP5bKr,comment petra ollis termination decision is exceptional news from a successful athlete rarely honest reasoning for a surprise solution,2020-02-25 14:42:02+00:00,[]
1232312299177693185,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Uskaltaako ulkomaille lähteä? Korvaako vakuutus, jos joudut karanteeniin? Asiantuntija vastaa 12 koronavirusta koskevaan kysymykseen https://t.co/azSjlRnx53",do you dare to go abroad will the insurance be covered if you are in quarantine expert answers questions about coronavirus,2020-02-25 14:32:02+00:00,[]
1232310792407613441,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Lääkäriliitto varovaisen ymmärtäväinen DNRS-menetelmää ja Maria Nordinin kurssia kohtaan – varatoimitusjohtaja: ""Jos kerrotaan, se on eri asia kuin suoraan suositeltaisiin"" https://t.co/bsU2XHAx5N",the medical associations cautious understanding dnrs method and maria nordins coursedeputy ceo if you tell it is different than directly recommended,2020-02-25 14:26:02+00:00,[]
1232308273556180998,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Ylen kysely: Keskustavaikuttajat antavat tukensa puheenjohtaja Kulmunille – ”Vaikeassa tilanteessa Katri on johtanut puoluetta hyvin” https://t.co/cGFG2unSOX,yle survey the center influencers support the chairman to kulmun in a difficult situation katri has led the party well,2020-02-25 14:16:02+00:00,[]
1232306259698835456,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Oikeusasiamiehen kannanotto toi ryhtiä Eksoteen: Kotihoidossa lääkkeitä jakavat nyt ainoastaan koulutetut työntekijät https://t.co/jGxfiNcGar,the ombudsmans statement brought posture to the exote in home care medicines are now only distributed by trained workers,2020-02-25 14:08:02+00:00,[]
1232293676782669825,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Kokoomus listasi seitsemän tiukennusta terrorismilakeihin – Hallitus perusti vastaiskuna työryhmän https://t.co/24BQlJNCQW,the coalition party listed seven tightening of terrorism laws the government founded the workgroup,2020-02-25 13:18:02+00:00,[]
1232292672456527873,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",MTV:n sisällöntekijät valmistautuvat lakkoon https://t.co/waILYEZr6Y,mtv content makers prepare for strike,2020-02-25 13:14:02+00:00,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10024070856', 'name': 'MTV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10024070856', 'name': 'MTV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1196447585004736512', 'name': 'Entertainment industry'}}]"
1232292168502566914,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Koronaeristetyssä hotellissa Teneriffalla asuva pietarsaarelainen pariskunta: ""Ovet rannalle ovat säpissä, kukaan ei pääse täältä mihinkään."" https://t.co/mU3TA68afL",a couple from pietarsaari who lives in a corona insulated hotel in tenerife the doors to the beach are in the shore no one can get anywhere here,2020-02-25 13:12:02+00:00,[]
1232283107761491970,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Silmäliimaaja iski Järvenpään kirjastoon ja aiheutti työntekijöille ""hallitsemattomia painajaisia"" – taustalla maailmalta tuttu hupailun muoto https://t.co/v48hkH1PzV",eyeshadard struck the järvenpää library and caused uncontrolled nightmares for the workers the form of a whimper from the world,2020-02-25 12:36:02+00:00,[]
1232280605007675392,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Suomalaiset pankit tiukkoina – venäläisten kiinteistönomistajien  tilejä suljettu ja tilin avaaminen vaikeaa  https://t.co/9tpkHnIy7j,finnish banks tough closed and open accounts of russian property owners and opening account,2020-02-25 12:26:05+00:00,[]
1232271531184656384,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Miljonääri Peter Nygård kiistää raiskaussyytökset – tiedottajan mukaan taustalla piilee salaliitto, jossa naisille on maksettu valehtelusta https://t.co/45fmsXG0pC",millionaire peter nygård denies the rape cropes  according to the spokesman,2020-02-25 11:50:02+00:00,[]
1232270524140703745,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Pohjanmaan poliisi tutkii törkeitä huumausainerikoksia – yli 30 ihmistä epäiltyinä https://t.co/dfqrpedBIw,ostrobothnia police are investigating serious drug offenses more than people suspected,2020-02-25 11:46:02+00:00,[]
1232268007881281536,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Peruuntunut jättikauppa puhutti Koneen yhtiökokouksessa – Toimitusjohtaja Ehrnrooth: Aiomme  hyödyntää saksalaiskilpailijan myllerrystilan https://t.co/6VnCxEkZJU,the canceled giant trade spoke at kones annual general meeting ceo ehrnrooth we are going to take advantage of the german competitors turmoil,2020-02-25 11:36:02+00:00,[]
1232267504929644547,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Viimeinenkin Alvar Aallon suunnittelema koulurakennus lakkautetaan – ilmassa suuret suunnitelmat https://t.co/DWLhFtjCKi,the last school building designed by alvar aalto will be closed big plans in the air,2020-02-25 11:34:02+00:00,[]
1232267002766659585,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Vaikea loukkaantuminen katkaisi Suomen maajoukkuehyökkääjän upeasti alkaneen kauden – vihdoin tervehtynyt Engman taistelee peliajasta maailman huippujoukkueessa https://t.co/MncjOHd7gr,severe injuries cut off the finnish national team strikers magnificent season finally healed engman fights the worlds top team,2020-02-25 11:32:02+00:00,[]
1232261465744314368,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Egyptin entinen presidentti Hosni Mubarak on kuollut https://t.co/f7OJFS9NSN,former egyptian president hosni mubarak has died,2020-02-25 11:10:02+00:00,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1232256681070882817', 'name': 'Egyptian ex-president Mubarak, ousted in Arab Spring uprising, dies aged 91', 'description': ""Hosni Mubarak, who spent thirty years in office before being ousted by the military in 2011, died in hospital in Cairo. In 2017, Egypt's top court cleared him over the deaths of protesters in a popular uprising in 2011 and Mubarak was freed from prison.""}}]"
1232256936860581888,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Oopperatähti Placido Domingo pyysi anteeksi seksuaalista häirintäänsä https://t.co/ZJ3Q62TnLw,opera star placido domingo apologized for his sexual harassment,2020-02-25 10:52:02+00:00,[]
1232253915216961536,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Tom Cruisen tähdittämän Mission Impossible VII:n kuvaukset jäissä korona-viruksen takia https://t.co/PsK7GWrpmP,tom cruises starred mission impossible vii descriptions on ice because of the korona virus,2020-02-25 10:40:02+00:00,[]
1232250392253272064,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Fortumiin kytkeytyvä hiilivoimala taas aktivistitempauksen kohteena Saksassa https://t.co/6kZDWoktIK,fortum connected coal fired power plant is the subject of an activist rally in germany,2020-02-25 10:26:02+00:00,[]
1232235797547495428,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Helsinkiläismies sai kiinteistöyhtiöltä 25 000 euroa kaavavalituksen perumisesta – tuomittiin vankeuteen törkeästä kiskonnasta https://t.co/mPtaKn6sJg,the helsinki man received € from the real estate company for cancellation of the plan was sentenced to imprisonment for gross rail,2020-02-25 09:28:02+00:00,[]
1232234789790535680,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Pielavedellä suomenlapinkoirakenneliä pitänyt nainen tuomittiin ehdolliseen vankeuteen eläinsuojelurikoksesta – eläintenpitokieltoa 4 vuotta https://t.co/4gS3GNC71w,a woman who kept the finnish lapphundry structure in pielavesi was sentenced to conditional imprisonment for animal welfare crime animal restraint for years,2020-02-25 09:24:02+00:00,[]
1232226233263542273,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","21-vuotiaan Nelli Hännisen kunto romahti, kun hänet vietiin hoitoon – kroonista väsymysoireyhtymää sairastava nainen on nyt kotinsa vanki https://t.co/yiB9ufm00n",yearold nelli hänninens condition collapsed as she was taken for treatmenta woman with chronic fatigue syndrome is now a prisoner of her home,2020-02-25 08:50:02+00:00,[]
1232223715875749889,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Poliisi: Karnevaalikulkueen yliajossa Volkmarsenissa loukkaantui yli 50 ihmistä – joukossa 18 lasta https://t.co/UtONM3HZYp,police more than people were injured in volkmarsen over the carnival procession among children,2020-02-25 08:40:02+00:00,[]
1232213649198067713,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Pariskunta piti naisen entistä kumppania vankinaan ja pahoinpiteli törkeästi – oikeus tuomitsi ehdotonta vankeutta https://t.co/R5bH8aaOGc,the couple kept the womans former partner as a prisoner and grossly assaulted the court condemned absolute imprisonment,2020-02-25 08:00:02+00:00,[]
1232205092943736833,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Teneriffan yksittäisestä koronatapauksesta on vielä matkaa reissujen perumiseen – matkanjärjestäjät seuraavat ulkoministeriön tiedotteita https://t.co/nAIbrY9Fhr,tenerifes single case of interest is still on the way to cancel the trips tour operators follow the ministry of foreign affairs at,2020-02-25 07:26:02+00:00,[]
1232203084023115776,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Seitsemän kuoli Intian kansalaisuuslakiin liittyneissä mellakoissa Delhissä – Trump samaan aikaan vierailulla https://t.co/MrdWZFdpr4,seven died in the riots of the indian citizenship act in delhi trump at the same time at,2020-02-25 07:18:03+00:00,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]"
1232201570886078466,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Mänttä-Vilppulan johto lentokaupungista: taloudellinen riski on ulkopuolisilla rahoittajilla https://t.co/Z2aOXze5CQ,mänttävilppulas leadership from the flight city the financial risk is for external donors,2020-02-25 07:12:02+00:00,[]
1232196033507143680,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})","Suomalaiset tintit oppivat videokuvista, millaisia haukkapaloja ei kannata syödä  https://t.co/YjTJouM4Ds",finnish tints learn from video photos of what kind of hawk pieces should not be eaten at,2020-02-25 06:50:02+00:00,[]
1232192006165860353,FI,fi,"Response(data=<User id=23502747 name=Yle Uutiset username=yleuutiset>, includes={}, errors=[], meta={})",Sekä työllisten että työttömien määrä nousi vuoden takaisesta https://t.co/AUAR1C7Aeq,the number of both employed and unemployed increased from a year ago,2020-02-25 06:34:01+00:00,[]
